Inbound,Source Port,URG Flag Count,RST Flag Count,Packet Length Std,Bwd Packet Length Std,Bwd Packet Length Max,Fwd Packet Length Std,Packet Length Variance,Avg Bwd Segment Size,Bwd Packet Length Mean,Max Packet Length,Bwd IAT Total,Bwd IAT Max,Flow Duration,Flow IAT Max,Fwd IAT Total,Idle Mean,Idle Min,Fwd IAT Max,Idle Max,Bwd IAT Std,Bwd IAT Mean,Fwd IAT Std,Flow IAT Std,Bwd Packets/s,Total Length of Fwd Packets,Subflow Fwd Bytes,Init_Win_bytes_backward,Subflow Fwd Packets
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,149.999042,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,2944.0,-1.0,2.0
0.0,62897.0,0.0,0.0,438.2231,594.57623,1430.0,173.54172,192039.5,480.83334,480.83334,1430.0,100612.0,44452.0,124.005085,40510.0,141373.0,0.0,0.0,54665.0,0.0,17292.428,9146.546,18639.252,12774.83,84.881836,485.0,1681.0,242.0,16.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,124.005367,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,2944.0,-1.0,2.0
1.0,62985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2944.0,-1.0,2.0
1.0,63035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.0,0.0,0.0,0.367877,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10046.0,2896.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1465.9967,0.0,0.0,0.82038,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14131.0,2931.9934,-1.0,2.0
1.0,63036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.07171,50.258347,50.258347,0.0,0.0,50.258347,0.0,0.0,0.0,0.0,0.0,0.0,439.0,2944.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.256096,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3178.0,2944.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2944.0,-1.0,2.0
1.0,63038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,2.610251,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16693.0,2944.0,-1.0,2.0
0.0,443.0,0.0,0.0,418.4885,587.4685,1627.0,161.1976,175132.61,318.08334,318.08334,1627.0,60717596.0,10312231.0,2.985323,10221827.0,60808416.0,10001242.0,9334327.0,10312043.0,10221827.0,4520903.5,2639895.5,4096097.0,3169124.0,0.39468223,4174.0,1930.0,124.0,31.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2944.0,-1.0,2.0
1.0,63039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.347474,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2714.0,2944.0,-1.0,2.0
0.0,443.0,1.0,1.0,20.104273,0.0,46.0,21.395092,404.18182,46.0,46.0,46.0,1.0,1.0,0.176477,53574810.0,53596190.0,53574810.0,53574810.0,53574810.0,53574810.0,0.0,1.0,18940476.0,16941092.0,0.037316084,3697.0,246.0,252.0,9.0
0.0,63040.0,0.0,0.0,2.9277003,0.0,6.0,0.0,8.571428,6.0,6.0,6.0,3.0,3.0,0.284902,1010106.0,1010112.0,0.0,0.0,1010106.0,0.0,0.0,3.0,583183.25,445719.72,1.3750855,2492.0,0.0,0.0,4.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.3612,0.0,0.0,0.146763,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3697.0,2544.7224,-1.0,2.0
1.0,63041.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,88.499266,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,109942.0,2944.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.5989,0.0,0.0,89.534115,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,34967.0,2911.1978,-1.0,2.0
0.0,62784.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,226.0,0.0,0.0,225.0,0.0,0.0,0.0,158.39192,158.39192,0.0,55.0,0.0,-1.0,3.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,2944.0,-1.0,2.0
0.0,63042.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229286,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,0.0,-1.0,2.0
0.0,443.0,1.0,1.0,17.897858,0.0,0.0,21.920311,320.33334,0.0,0.0,31.0,0.0,0.0,0.055641,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1954.0,31.0,-1.0,2.0
0.0,63043.0,0.0,0.0,598.33325,882.09174,2709.0,175.15973,358002.72,556.7273,556.7273,2709.0,102052.0,43830.0,17.857313,53609.0,197010.0,0.0,0.0,56413.0,0.0,18056.957,10205.2,22221.496,16369.067,55.83473,11677.0,1639.0,242.0,16.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,17.183706,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7753.0,2944.0,-1.0,2.0
1.0,63045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.389007,48.088604,48.088604,0.0,0.0,48.088604,0.0,0.0,0.0,0.0,0.0,0.0,872.0,2944.0,-1.0,2.0
1.0,63044.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.36184,2.3815145,2.3815145,0.0,0.0,2.3815145,0.0,0.0,0.0,0.0,0.0,0.0,873.0,2944.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.3896,0.0,0.0,0.406676,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6414.0,2820.7793,-1.0,2.0
0.0,443.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294443,59154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.905027,6840.0,0.0,118.0,1.0
1.0,63046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,1.718504,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55417.0,2944.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.915,0.0,0.0,1.685982,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5422.0,2795.83,-1.0,2.0
0.0,62974.0,0.0,0.0,823.5295,1174.1106,2920.0,184.68245,678200.8,842.6,842.6,2920.0,697651.0,348535.0,0.0,4259496.0,5522885.0,0.0,0.0,4259496.0,0.0,153067.72,77516.78,1167478.6,884756.3,1.8106478,85.0,1317.0,30016.0,14.0
1.0,63048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.185843,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10402.0,2944.0,-1.0,2.0
1.0,63049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.232216,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,2944.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.185317,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,916.0,2944.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.9213,0.0,0.0,0.192597,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4257.0,2347.8425,-1.0,2.0
1.0,63050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.197404,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3799.0,2944.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.290884,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7795.0,2944.0,-1.0,2.0
0.0,63051.0,0.0,0.0,523.74005,712.7378,1906.0,271.15277,274303.62,409.1111,409.1111,1906.0,30577124.0,10109027.0,0.245344,10017632.0,40670430.0,10012014.0,10001804.0,10108848.0,10017632.0,3964423.5,1798654.2,4048068.0,3071944.5,0.44258195,1932.0,3042.0,31768.0,22.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.9746,0.0,0.0,0.000725,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2664.0,2939.9492,-1.0,2.0
0.0,62725.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,270.0,272.0,0.0,0.0,270.0,0.0,0.0,0.0,189.50462,189.50462,0.0,84.0,18.0,-1.0,3.0
0.0,443.0,1.0,1.0,17.897858,0.0,0.0,21.920311,320.33334,0.0,0.0,31.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,31.0,-1.0,2.0
1.0,63052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.435011,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8949.0,2944.0,-1.0,2.0
1.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1472.0,0.0,0.0,0.695368,47.311573,47.311573,0.0,0.0,47.311573,0.0,0.0,0.0,0.0,0.0,0.0,2877.0,2944.0,-1.0,2.0
